ID_Venta,Producto,Ciudad,Categoria,Precio_Unitario,Cantidad,Fecha_Venta,Cliente,Email,Telefono,Direccion,Metodo_Pago,Estado,Comentario,Descuento,MacroCategoria,Total_Compra,Categoria_Cliente
4,cereal,South Thomas,pay,2800,8,3/14/2023,Charles Williams,lweaver@example.org,686-499-0991,67032 Megan Cliffs Suite 876 Loveside SD 53246,Efectivo,En camino,Sin comentario,36,Alimentos,22400,VIP
12,smartphone,North Brittney,grow,700,2,6/17/2023,Larry Welch,cwilliams@example.com,491-474-2586,USS Fuller FPO AA 30334,Tarjeta,En camino,Producto defectuoso,74,Tecnología,1400,VIP
6,bloques,Lindaport,still,2800,17,5/6/2023,Jessica Davis,matthew29@example.com,525-194-7529,50604 Anthony Villages New William ME 95446,Efectivo,Entregado,Producto defectuoso,97,Juguetería,47600,Regular
4,tubería,West Charles,despite,800,11,9/12/2023,Michelle Mitchell,karaware@example.net,101-988-9703,9978 Kenneth Plaza Suite 069 Monicafurt NM 39529,Efectivo,En camino,Sin comentario,53,construcción,8800,VIP
8,crema,Nguyenshire,set,1500,2,8/27/2023,Dr Monica Woods,wwilson@example.org,890-231-3672,769 Dickerson Drive Jasminemouth HI 08895,Tarjeta,Entregado,Producto defectuoso,25,Cuidado Personal,3000,VIP
29,crema,Valerietown,budget,3000,22,3/22/2023,Benjamin Chan,lweaver@example.org,857-262-8794,507 Johnson Port Banksshire AK 72140,Efectivo,Entregado,Sin comentario,88,Cuidado Personal,66000,Regular
25,smartphone,Port Kelly,exist,1300,25,9/1/2023,Andrew Mitchell,harperdanielle@example.net,870-860-8083,2644 Gonzalez Mills Apt 856 Port Frank IN 25816,Tarjeta,Entregado,Producto defectuoso,24,Tecnología,32500,VIP
2,cereal,South Timothyberg,at,1500,27,8/13/2023,Samantha Hodges,estesjon@example.org,175-317-5834,0262 Cheryl Union Sampsonfurt ME 63401,Efectivo,En camino,Producto defectuoso,24,Alimentos,40500,Regular
23,bloques,North Brittney,budget,900,14,6/7/2023,Samantha Hodges,lharmon@example.net,419-330-3873,025 Billy Row Lisaside AR 96338,Tarjeta,Entregado,Producto defectuoso,19,Juguetería,12600,VIP
19,smartphone,East Janicemouth,leg,2600,15,5/6/2023,Jennifer Holmes,paul02@example.com,475-336-0709,283 Cynthia Groves Apt 671 Weavermouth ID 06739,Tarjeta,Entregado,Sin comentario,42,Tecnología,39000,Regular
7,zapatos,South Thomas,member,2100,18,9/1/2023,Cynthia Hayes,eric24@example.com,491-474-2586,03346 Tony Spring Apt 633 Ericberg AK 73272,Tarjeta,Entregado,Producto defectuoso,25,Ropa,37800,VIP
2,tubería,Lake Juan,at,200,15,1/18/2023,Brittney Guerra,parkerandrew@example.org,641-800-6599,11613 Miller Ridges Suite 186 East Nicholas MN 69937,Tarjeta,Entregado,Sin comentario,19,construcción,3000,Regular
28,silla,Nguyenshire,despite,1300,8,9/23/2023,Kelsey Lopez,vhill@example.org,630-469-6433,233 Peterson Canyon Tranmouth ND 40770,Efectivo,Entregado,Sin comentario,88,Hogar,10400,Regular
14,crema,New Reginaldmouth,leg,2500,14,6/6/2023,Benjamin Chan,lweaver@example.org,509-821-0932,USS Fuller FPO AA 30334,Tarjeta,Entregado,Producto defectuoso,28,Cuidado Personal,35000,VIP
3,cereal,Kevinton,grow,200,18,12/4/2022,Robert Bryant,sandersbeth@example.org,339-100-4282,0827 Jill Cape Suite 299 Angieport DC 15542,Efectivo,Entregado,Sin comentario,24,Alimentos,3600,Regular
3,smartphone,North Thomastown,say,2800,25,3/13/2023,Robert Bryant,edward94@example.org,602-238-8997,22214 Janet Plaza Suite 903 West Christopherside DC 40075,Tarjeta,Entregado,Producto defectuoso,27,Tecnología,70000,VIP
24,crema,North Jasmine,at,3000,22,11/20/2023,Samantha Parker,steelejulian@example.net,848-723-3346,915 Mathis Camp Apt 447 Thomastown MS 44338,Tarjeta,Entregado,Sin comentario,74,Cuidado Personal,66000,VIP
10,silla,Lake Juan,exist,1300,7,7/25/2023,Andrew Mitchell,wliu@example.net,266-167-3098,9978 Kenneth Plaza Suite 069 Monicafurt NM 39529,Efectivo,Entregado,Producto defectuoso,78,Hogar,9100,VIP
25,cereal,East Janicemouth,at,1100,23,6/28/2023,Susan Harvey,brianboyd@example.org,475-336-0709,03346 Tony Spring Apt 633 Ericberg AK 73272,Tarjeta,Entregado,Producto defectuoso,28,Alimentos,25300,Regular
26,bloques,Lindaport,forward,700,25,5/5/2023,Jennifer Holmes,dhuber@example.com,557-543-1910,848 Jimmy Hill Apt 415 Stanleyside MA 75473,Tarjeta,En camino,Producto defectuoso,36,Juguetería,17500,Regular
3,smartphone,Lindaport,spring,1300,28,6/21/2023,Jennifer Holmes,brianboyd@example.org,338-955-6200,9978 Kenneth Plaza Suite 069 Monicafurt NM 39529,Efectivo,Entregado,Producto defectuoso,28,Tecnología,36400,VIP
5,silla,Andrewside,say,200,21,6/17/2023,Michelle Mitchell,wliu@example.net,175-317-5834,30768 Louis Mill Lake Carmen LA 47934,Efectivo,En camino,Producto defectuoso,53,Hogar,4200,VIP
21,crema,Jodichester,much,2300,22,11/20/2023,Daniel Garcia,brianboyd@example.org,525-194-7529,USS Fuller FPO AA 30334,Efectivo,En camino,Producto defectuoso,83,Cuidado Personal,50600,Regular
24,cereal,North Thomastown,north,700,11,4/14/2023,Dr Monica Woods,paul02@example.com,557-193-8141,PSC 2182 Box 8243 APO AP 79039,Efectivo,Entregado,Sin comentario,28,Alimentos,7700,Regular
4,tubería,Port Kelly,leader,700,21,9/12/2023,Kelsey Lopez,paul02@example.com,101-988-9703,507 Johnson Port Banksshire AK 72140,Efectivo,Entregado,Sin comentario,36,construcción,14700,VIP
3,cereal,Briannaport,say,300,24,9/23/2023,Samantha Hodges,krystalmcdaniel@example.org,641-800-6599,769 Dickerson Drive Jasminemouth HI 08895,Tarjeta,Entregado,Producto defectuoso,78,Alimentos,7200,Regular
21,bloques,West Charles,group,1500,11,8/13/2023,Michelle Mitchell,karaware@example.net,890-231-3672,403 Ashley Mountains Apt 918 Nicholasberg MI 72538,Tarjeta,En camino,Sin comentario,49,Juguetería,16500,Regular
11,silla,North Brittney,matter,700,9,3/14/2023,Robert Bryant,eric24@example.com,525-194-7529,4412 Lee Dam Apt 872 Hunterbury HI 03589,Tarjeta,En camino,Sin comentario,55,Hogar,6300,VIP
21,tubería,Susanton,finish,1100,12,7/25/2023,Sharon Lowe,krystalmcdaniel@example.org,096-236-8217,USS Fuller FPO AA 30334,Efectivo,En camino,Sin comentario,19,construcción,13200,Regular
5,tubería,North Jasmine,step,600,18,8/17/2023,Lisa Stafford,rdaugherty@example.net,525-194-7529,025 Billy Row Lisaside AR 96338,Efectivo,Entregado,Sin comentario,24,construcción,10800,Regular
22,cereal,Brendanberg,leg,1300,12,2/9/2023,Juan Manning,rbrown@example.org,236-332-5014,91315 Simpson Fork Apt 336 South Mark GA 64860,Tarjeta,Entregado,Sin comentario,19,Alimentos,15600,Regular
27,tubería,Lindaport,individual,900,7,7/15/2023,Susan Harvey,lharmon@example.net,475-336-0709,USS Fuller FPO AA 30334,Efectivo,En camino,Producto defectuoso,27,construcción,6300,Regular
17,silla,East Leah,job,800,10,11/20/2023,Angela Taylor,matthew29@example.com,594-337-5421,0827 Jill Cape Suite 299 Angieport DC 15542,Tarjeta,Entregado,Producto defectuoso,87,Hogar,8000,Regular
24,smartphone,Kevinton,say,1300,22,10/15/2023,Sharon Lowe,hornebeth@example.com,419-330-3873,7474 Sean Pine Frazierchester OK 57469,Efectivo,Entregado,Producto defectuoso,49,Tecnología,28600,Regular
6,cereal,North Thomastown,job,600,25,1/14/2023,Daniel Garcia,sandersbeth@example.org,280-504-6212,915 Mathis Camp Apt 447 Thomastown MS 44338,Tarjeta,Entregado,Producto defectuoso,72,Alimentos,15000,Regular
13,cereal,Trujillofort,increase,2800,12,10/15/2023,Robert Bryant,krystalmcdaniel@example.org,686-499-0991,USS Fuller FPO AA 30334,Tarjeta,Entregado,Producto defectuoso,72,Alimentos,33600,VIP
9,cereal,North Brittney,individual,200,16,10/15/2023,Andrew Mitchell,estesjon@example.org,525-194-7529,67032 Megan Cliffs Suite 876 Loveside SD 53246,Efectivo,Entregado,Producto defectuoso,98,Alimentos,3200,VIP
18,crema,Valerietown,group,2100,21,6/21/2023,Roger Stephens,cwilliams@example.com,105-592-6193,7474 Sean Pine Frazierchester OK 57469,Tarjeta,Entregado,Sin comentario,55,Cuidado Personal,44100,Regular
16,tubería,Port Kelly,north,3000,28,7/25/2023,Susan Harvey,paul02@example.com,890-231-3672,29882 Stein Tunnel Apt 468 Port Jacquelineville HI 77063,Efectivo,En camino,Sin comentario,74,construcción,84000,VIP
11,crema,East Janicemouth,set,2000,24,11/20/2023,David Norton,sandersbeth@example.org,630-469-6433,29340 Murphy Parkway North Robert KS 42070,Efectivo,En camino,Sin comentario,14,Cuidado Personal,48000,Regular
10,cereal,North Thomastown,at,2100,28,11/20/2023,Adam Mueller,ydavid@example.com,686-499-0991,2644 Gonzalez Mills Apt 856 Port Frank IN 25816,Tarjeta,Entregado,Producto defectuoso,72,Alimentos,58800,VIP
30,bloques,Lake Juan,TV,2000,8,3/13/2023,Roger Stephens,eric24@example.com,096-236-8217,493 Cameron Ramp Veronicatown MI 81010,Tarjeta,Entregado,Sin comentario,53,Juguetería,16000,VIP
28,silla,Port Alexachester,leader,900,15,3/22/2023,Charles Williams,paul02@example.com,641-800-6599,4412 Lee Dam Apt 872 Hunterbury HI 03589,Tarjeta,En camino,Sin comentario,21,Hogar,13500,Regular
13,crema,Lake Juan,whom,200,14,9/13/2023,Andrew Mitchell,rbrown@example.org,338-955-6200,493 Cameron Ramp Veronicatown MI 81010,Efectivo,Entregado,Sin comentario,14,Cuidado Personal,2800,VIP
21,tubería,North Brittney,pay,2500,23,5/6/2023,Karl Cardenas,wliu@example.net,419-330-3873,507 Johnson Port Banksshire AK 72140,Efectivo,En camino,Sin comentario,87,construcción,57500,Regular
11,crema,East Janicemouth,rich,700,11,1/4/2023,Samantha Parker,steelejulian@example.net,369-774-6572,37970 Hudson Falls Downshaven PA 58533,Efectivo,Entregado,Producto defectuoso,36,Cuidado Personal,7700,VIP
10,smartphone,New Reginaldmouth,group,1500,23,8/27/2023,Charles Williams,krystalmcdaniel@example.org,630-469-6433,37970 Hudson Falls Downshaven PA 58533,Tarjeta,Entregado,Sin comentario,12,Tecnología,34500,VIP
15,tubería,New Reginaldmouth,TV,1600,25,9/12/2023,Lisa Stafford,schmidtkrystal@example.org,475-336-0709,30768 Louis Mill Lake Carmen LA 47934,Tarjeta,Entregado,Producto defectuoso,55,construcción,40000,Regular
23,tubería,Vasquezborough,group,300,27,9/1/2023,Cynthia Hayes,brianboyd@example.org,266-167-3098,7474 Sean Pine Frazierchester OK 57469,Tarjeta,En camino,Sin comentario,21,construcción,8100,Regular
4,crema,Larrychester,still,2100,2,7/15/2023,Benjamin Chan,ydavid@example.com,890-231-3672,507 Johnson Port Banksshire AK 72140,Tarjeta,En camino,Sin comentario,18,Cuidado Personal,4200,VIP
11,crema,Lindaport,job,2500,9,11/20/2023,Juan Manning,ydavid@example.com,557-543-1910,18235 Carl Garden Apt 025 Lake Miranda LA 16737,Tarjeta,Entregado,Producto defectuoso,28,Cuidado Personal,22500,VIP
6,smartphone,South Timothyberg,pay,2000,8,1/14/2023,Dr Monica Woods,matthew29@example.com,175-317-5834,PSC 2182 Box 8243 APO AP 79039,Tarjeta,Entregado,Producto defectuoso,39,Tecnología,16000,VIP
11,tubería,East Brittany,north,2000,27,7/10/2023,Mark Mays,sandersbeth@example.org,475-336-0709,11613 Miller Ridges Suite 186 East Nicholas MN 69937,Tarjeta,Entregado,Sin comentario,53,construcción,54000,VIP
14,cereal,New Reginaldmouth,set,2500,18,9/13/2023,Samantha Hodges,brianboyd@example.org,096-236-8217,67032 Megan Cliffs Suite 876 Loveside SD 53246,Tarjeta,Entregado,Sin comentario,98,Alimentos,45000,Regular
29,tubería,West Charles,whom,1500,28,3/14/2023,Adam Mueller,harperdanielle@example.net,509-821-0932,50604 Anthony Villages New William ME 95446,Efectivo,Entregado,Sin comentario,83,construcción,42000,Regular
15,zapatos,Courtneymouth,industry,700,17,11/20/2023,Larry Welch,wliu@example.net,236-332-5014,03346 Tony Spring Apt 633 Ericberg AK 73272,Efectivo,Entregado,Sin comentario,12,Ropa,11900,Regular
24,tubería,Nguyenshire,popular,600,11,9/13/2023,Samantha Hodges,krystalmcdaniel@example.org,314-325-7035,493 Cameron Ramp Veronicatown MI 81010,Tarjeta,En camino,Producto defectuoso,74,construcción,6600,VIP
28,zapatos,North Thomastown,rich,2800,9,11/20/2023,Michelle Mitchell,paul49@example.net,236-332-5014,03346 Tony Spring Apt 633 Ericberg AK 73272,Tarjeta,Entregado,Sin comentario,4,Ropa,25200,Regular
19,smartphone,Courtneymouth,leg,300,27,6/21/2023,Angela Taylor,hornebeth@example.com,602-238-8997,30768 Louis Mill Lake Carmen LA 47934,Efectivo,Entregado,Producto defectuoso,28,Tecnología,8100,VIP
18,crema,New Reginaldmouth,exist,2000,23,5/5/2023,Sharon Lowe,paul02@example.com,857-262-8794,PSC 2182 Box 8243 APO AP 79039,Efectivo,En camino,Producto defectuoso,4,Cuidado Personal,46000,VIP
30,smartphone,Jessechester,TV,2000,28,6/7/2023,Carla Orozco,david09@example.com,602-238-8997,03346 Tony Spring Apt 633 Ericberg AK 73272,Efectivo,Entregado,Producto defectuoso,55,Tecnología,56000,Regular
27,bloques,East Janicemouth,increase,1500,22,2/9/2023,Dr Monica Woods,harperdanielle@example.net,339-100-4282,4412 Lee Dam Apt 872 Hunterbury HI 03589,Efectivo,Entregado,Producto defectuoso,38,Juguetería,33000,Regular
20,zapatos,North Jasmine,say,2400,16,5/5/2023,Roger Stephens,matthew29@example.com,857-262-8794,18235 Carl Garden Apt 025 Lake Miranda LA 16737,Efectivo,Entregado,Producto defectuoso,12,Ropa,38400,Regular
10,crema,Jodichester,industry,2500,21,5/6/2023,Daniel Garcia,lweaver@example.org,314-325-7035,91315 Simpson Fork Apt 336 South Mark GA 64860,Tarjeta,Entregado,Producto defectuoso,53,Cuidado Personal,52500,Regular
4,crema,North Brittney,budget,2600,11,8/27/2023,Dr Monica Woods,rdaugherty@example.net,266-167-3098,2644 Gonzalez Mills Apt 856 Port Frank IN 25816,Efectivo,Entregado,Producto defectuoso,24,Cuidado Personal,28600,VIP
23,crema,South Timothyberg,finish,2400,21,3/13/2023,Lisa Stafford,paul02@example.com,372-568-4886,493 Cameron Ramp Veronicatown MI 81010,Tarjeta,Entregado,Sin comentario,39,Cuidado Personal,50400,VIP
30,smartphone,Port Alexachester,matter,900,26,3/14/2023,Adam Mueller,briangonzales@example.net,621-875-1265,29340 Murphy Parkway North Robert KS 42070,Efectivo,Entregado,Producto defectuoso,55,Tecnología,23400,Regular
23,bloques,North Brittney,TV,200,28,3/13/2023,Samantha Parker,hornebeth@example.com,096-236-8217,67032 Megan Cliffs Suite 876 Loveside SD 53246,Efectivo,Entregado,Sin comentario,14,Juguetería,5600,Regular
6,cereal,East Josephland,job,2400,10,9/23/2023,Michelle Mitchell,steelejulian@example.net,314-325-7035,29882 Stein Tunnel Apt 468 Port Jacquelineville HI 77063,Tarjeta,Entregado,Sin comentario,4,Alimentos,24000,VIP
13,tubería,Jessechester,pay,2500,2,11/20/2023,Susan Harvey,sandersbeth@example.org,594-337-5421,PSC 2182 Box 8243 APO AP 79039,Tarjeta,Entregado,Producto defectuoso,19,construcción,5000,VIP
8,crema,South Timothyberg,group,200,11,8/13/2023,Kelsey Lopez,sandersbeth@example.org,509-821-0932,USS Fuller FPO AA 30334,Tarjeta,Entregado,Sin comentario,12,Cuidado Personal,2200,VIP
24,cereal,Briannaport,industry,800,21,6/28/2023,David Norton,vhill@example.org,525-194-7529,PSC 2182 Box 8243 APO AP 79039,Efectivo,En camino,Producto defectuoso,18,Alimentos,16800,Regular
18,crema,North Jasmine,leader,200,27,8/17/2023,Sharon Lowe,schmidtkrystal@example.org,612-821-1834,0262 Cheryl Union Sampsonfurt ME 63401,Efectivo,Entregado,Sin comentario,18,Cuidado Personal,5400,Regular
16,cereal,East Jonathan,rich,900,27,7/25/2023,Benjamin Chan,wliu@example.net,557-193-8141,915 Mathis Camp Apt 447 Thomastown MS 44338,Tarjeta,Entregado,Sin comentario,98,Alimentos,24300,VIP
14,crema,Milesburgh,forward,600,21,2/9/2023,Samantha Hodges,schmidtkrystal@example.org,686-499-0991,025 Billy Row Lisaside AR 96338,Tarjeta,Entregado,Sin comentario,72,Cuidado Personal,12600,VIP
5,tubería,Andrewside,say,700,29,10/15/2023,Daniel Garcia,karaware@example.net,338-955-6200,025 Billy Row Lisaside AR 96338,Efectivo,Entregado,Producto defectuoso,36,construcción,20300,VIP
19,bloques,North Thomastown,still,1500,17,1/14/2023,Juan Manning,powersjimmy@example.org,096-236-8217,37970 Hudson Falls Downshaven PA 58533,Efectivo,En camino,Producto defectuoso,30,Juguetería,25500,Regular
21,silla,Lake Juan,finish,2000,2,7/10/2023,Brittney Guerra,lharmon@example.net,641-800-6599,848 Jimmy Hill Apt 415 Stanleyside MA 75473,Tarjeta,Entregado,Producto defectuoso,54,Hogar,4000,Regular
23,cereal,East Josephland,letter,1500,11,1/4/2023,Cynthia Hayes,powersjimmy@example.org,372-568-4886,22214 Janet Plaza Suite 903 West Christopherside DC 40075,Efectivo,Entregado,Producto defectuoso,30,Alimentos,16500,Regular
2,bloques,East Janicemouth,budget,3000,24,10/15/2023,Robert Bryant,walkerraven@example.net,101-988-9703,0827 Jill Cape Suite 299 Angieport DC 15542,Efectivo,En camino,Producto defectuoso,83,Juguetería,72000,VIP
15,cereal,South Timothyberg,leader,1100,8,9/12/2023,Crystal Chambers,parkerandrew@example.org,475-336-0709,29340 Murphy Parkway North Robert KS 42070,Tarjeta,Entregado,Producto defectuoso,54,Alimentos,8800,VIP
9,bloques,Nguyenshire,increase,200,21,6/21/2023,Carla Orozco,paul02@example.com,686-499-0991,848 Jimmy Hill Apt 415 Stanleyside MA 75473,Efectivo,Entregado,Producto defectuoso,18,Juguetería,4200,VIP
5,bloques,Lindaport,exist,3000,11,11/20/2023,David Norton,vhill@example.org,641-800-6599,2644 Gonzalez Mills Apt 856 Port Frank IN 25816,Efectivo,En camino,Producto defectuoso,42,Juguetería,33000,VIP
4,crema,East Jonathan,letter,2100,12,9/13/2023,Alan Bird,brianboyd@example.org,372-568-4886,67032 Megan Cliffs Suite 876 Loveside SD 53246,Tarjeta,Entregado,Sin comentario,28,Cuidado Personal,25200,Regular
6,bloques,East Jonathan,TV,300,21,6/17/2023,Jennifer Holmes,eric87@example.org,890-231-3672,11613 Miller Ridges Suite 186 East Nicholas MN 69937,Tarjeta,Entregado,Producto defectuoso,42,Juguetería,6300,VIP
12,bloques,Jessechester,step,2600,24,1/14/2023,Sharon Lowe,briangonzales@example.net,475-336-0709,915 Mathis Camp Apt 447 Thomastown MS 44338,Tarjeta,Entregado,Producto defectuoso,21,Juguetería,62400,VIP
26,crema,Courtneymouth,despite,1100,17,6/6/2023,Robert Bryant,estesjon@example.org,686-499-0991,29882 Stein Tunnel Apt 468 Port Jacquelineville HI 77063,Efectivo,En camino,Producto defectuoso,72,Cuidado Personal,18700,VIP
28,zapatos,Milesburgh,grow,2600,21,11/20/2023,Brittney Guerra,powersjimmy@example.org,525-194-7529,915 Mathis Camp Apt 447 Thomastown MS 44338,Tarjeta,En camino,Sin comentario,42,Ropa,54600,Regular
10,tubería,Nguyenshire,movement,900,8,11/20/2023,Crystal Chambers,schmidtkrystal@example.org,612-821-1834,769 Dickerson Drive Jasminemouth HI 08895,Efectivo,En camino,Producto defectuoso,74,construcción,7200,VIP
29,tubería,East Janicemouth,spring,2100,25,3/22/2023,Angela Taylor,vhill@example.org,630-469-6433,91315 Simpson Fork Apt 336 South Mark GA 64860,Tarjeta,Entregado,Sin comentario,55,construcción,52500,Regular
17,tubería,Valerietown,step,200,24,7/15/2023,Roger Stephens,edward94@example.org,557-543-1910,848 Jimmy Hill Apt 415 Stanleyside MA 75473,Tarjeta,Entregado,Sin comentario,72,construcción,4800,Regular
14,tubería,South Timothyberg,increase,2000,2,9/12/2023,Karl Cardenas,harperdanielle@example.net,525-194-7529,769 Dickerson Drive Jasminemouth HI 08895,Tarjeta,Entregado,Producto defectuoso,25,construcción,4000,Regular
1,smartphone,Andrewside,rich,2600,25,6/21/2023,Andrew Mitchell,estesjon@example.org,475-336-0709,0827 Jill Cape Suite 299 Angieport DC 15542,Efectivo,Entregado,Producto defectuoso,25,Tecnología,65000,Regular
6,bloques,West Charles,north,300,27,3/13/2023,Roger Stephens,lharmon@example.net,557-543-1910,664 Berger Rapid South Suzanne WV 68526,Tarjeta,Entregado,Producto defectuoso,25,Juguetería,8100,Regular
1,zapatos,East Leah,still,800,11,1/14/2023,Alan Bird,briangonzales@example.net,369-774-6572,USS Fuller FPO AA 30334,Tarjeta,En camino,Producto defectuoso,12,Ropa,8800,Regular
26,cereal,Lindaport,grow,900,30,7/15/2023,Angela Taylor,steelejulian@example.net,372-568-4886,848 Jimmy Hill Apt 415 Stanleyside MA 75473,Tarjeta,Entregado,Sin comentario,72,Alimentos,27000,VIP
17,smartphone,Andrewside,movement,300,18,3/14/2023,Roger Stephens,estesjon@example.org,101-988-9703,664 Berger Rapid South Suzanne WV 68526,Efectivo,Entregado,Sin comentario,21,Tecnología,5400,VIP
10,cereal,Brendanberg,increase,800,18,3/14/2023,Kelsey Lopez,steelejulian@example.net,612-821-1834,664 Berger Rapid South Suzanne WV 68526,Tarjeta,En camino,Producto defectuoso,88,Alimentos,14400,Regular
4,crema,Courtneymouth,increase,200,12,1/14/2023,Mark Mays,wliu@example.net,594-337-5421,18235 Carl Garden Apt 025 Lake Miranda LA 16737,Efectivo,En camino,Producto defectuoso,21,Cuidado Personal,2400,Regular
30,crema,South Timothyberg,popular,800,21,8/13/2023,Sean Mitchell,brianboyd@example.org,641-800-6599,7474 Sean Pine Frazierchester OK 57469,Efectivo,Entregado,Producto defectuoso,36,Cuidado Personal,16800,VIP
12,bloques,East Janicemouth,north,700,18,9/12/2023,Daniel Garcia,paul02@example.com,602-238-8997,233 Peterson Canyon Tranmouth ND 40770,Efectivo,Entregado,Producto defectuoso,54,Juguetería,12600,VIP
13,crema,South Timothyberg,job,1500,27,7/10/2023,Crystal Chambers,dhuber@example.com,857-262-8794,67032 Megan Cliffs Suite 876 Loveside SD 53246,Efectivo,Entregado,Sin comentario,74,Cuidado Personal,40500,VIP
2,bloques,Lindaport,rich,2300,11,5/6/2023,Roger Stephens,karaware@example.net,096-236-8217,29882 Stein Tunnel Apt 468 Port Jacquelineville HI 77063,Efectivo,Entregado,Producto defectuoso,42,Juguetería,25300,VIP
5,silla,North Brittney,finish,2800,12,6/17/2023,Crystal Chambers,brianboyd@example.org,630-469-6433,22214 Janet Plaza Suite 903 West Christopherside DC 40075,Tarjeta,En camino,Sin comentario,4,Hogar,33600,Regular
24,silla,East Leah,despite,2400,9,7/8/2023,Alan Bird,powersjimmy@example.org,372-568-4886,0262 Cheryl Union Sampsonfurt ME 63401,Tarjeta,En camino,Producto defectuoso,25,Hogar,21600,VIP
21,tubería,Andrewside,letter,3000,26,5/6/2023,Jessica Davis,karaware@example.net,096-236-8217,664 Berger Rapid South Suzanne WV 68526,Tarjeta,Entregado,Producto defectuoso,25,construcción,78000,VIP
17,crema,Lindaport,budget,200,12,8/17/2023,David Scott,paul02@example.com,557-193-8141,11613 Miller Ridges Suite 186 East Nicholas MN 69937,Efectivo,Entregado,Sin comentario,49,Cuidado Personal,2400,VIP
1,bloques,North Brittney,much,2800,21,6/17/2023,Benjamin Chan,lharmon@example.net,621-875-1265,2644 Gonzalez Mills Apt 856 Port Frank IN 25816,Tarjeta,Entregado,Sin comentario,42,Juguetería,58800,Regular
4,crema,East Josephland,still,700,22,11/20/2023,Jessica Davis,dhuber@example.com,105-592-6193,37970 Hudson Falls Downshaven PA 58533,Efectivo,Entregado,Producto defectuoso,25,Cuidado Personal,15400,VIP
14,cereal,Jodichester,despite,1500,21,5/6/2023,Angela Taylor,eric24@example.com,641-800-6599,664 Berger Rapid South Suzanne WV 68526,Tarjeta,Entregado,Producto defectuoso,24,Alimentos,31500,VIP
29,cereal,Kevinton,finish,2100,25,8/17/2023,Crystal Chambers,wliu@example.net,096-236-8217,03346 Tony Spring Apt 633 Ericberg AK 73272,Efectivo,Entregado,Sin comentario,4,Alimentos,52500,VIP
12,tubería,West Charles,at,2300,16,6/21/2023,Benjamin Chan,briangonzales@example.net,557-543-1910,29882 Stein Tunnel Apt 468 Port Jacquelineville HI 77063,Tarjeta,En camino,Producto defectuoso,25,construcción,36800,Regular
27,zapatos,Vasquezborough,pay,2400,12,3/22/2023,Daniel Garcia,wwilson@example.org,491-474-2586,29340 Murphy Parkway North Robert KS 42070,Efectivo,En camino,Producto defectuoso,38,Ropa,28800,VIP
17,bloques,South Thomas,individual,200,30,2/9/2023,Charles Williams,estesjon@example.org,372-568-4886,7474 Sean Pine Frazierchester OK 57469,Efectivo,Entregado,Sin comentario,88,Juguetería,6000,VIP
21,crema,Courtneymouth,TV,300,23,9/1/2023,Michelle Mitchell,rbrown@example.org,096-236-8217,769 Dickerson Drive Jasminemouth HI 08895,Tarjeta,Entregado,Producto defectuoso,39,Cuidado Personal,6900,VIP
20,freno,Jessechester,matter,200,11,7/8/2023,Adam Mueller,eric87@example.org,870-860-8083,493 Cameron Ramp Veronicatown MI 81010,Efectivo,Entregado,Sin comentario,53,Automotriz,2200,VIP
3,crema,Valerietown,TV,1100,2,11/20/2023,Karl Cardenas,rbrown@example.org,630-469-6433,0827 Jill Cape Suite 299 Angieport DC 15542,Tarjeta,En camino,Producto defectuoso,87,Cuidado Personal,2200,VIP
21,bloques,Brendanberg,grow,700,27,8/17/2023,Angela Taylor,dhuber@example.com,857-262-8794,025 Billy Row Lisaside AR 96338,Tarjeta,En camino,Producto defectuoso,43,Juguetería,18900,Regular
8,silla,Trujillofort,set,2000,2,9/12/2023,Juan Manning,estesjon@example.org,338-955-6200,0262 Cheryl Union Sampsonfurt ME 63401,Tarjeta,En camino,Producto defectuoso,88,Hogar,4000,VIP
20,cereal,Milesburgh,job,2500,29,1/14/2023,Sharon Lowe,cwilliams@example.com,641-800-6599,769 Dickerson Drive Jasminemouth HI 08895,Efectivo,Entregado,Sin comentario,53,Alimentos,72500,Regular
14,bloques,East Brittany,individual,1300,16,5/6/2023,Samantha Hodges,walkerraven@example.net,338-955-6200,283 Cynthia Groves Apt 671 Weavermouth ID 06739,Tarjeta,En camino,Sin comentario,14,Juguetería,20800,VIP
2,tubería,North Brittney,forward,200,22,7/25/2023,David Scott,paul49@example.net,630-469-6433,50604 Anthony Villages New William ME 95446,Tarjeta,Entregado,Producto defectuoso,25,construcción,4400,Regular
9,zapatos,Port Kelly,job,900,23,6/28/2023,Larry Welch,rdaugherty@example.net,491-474-2586,0262 Cheryl Union Sampsonfurt ME 63401,Tarjeta,Entregado,Sin comentario,27,Ropa,20700,Regular
16,silla,Kevinton,whom,2100,25,2/9/2023,Larry Welch,walkerraven@example.net,509-821-0932,USS Fuller FPO AA 30334,Tarjeta,En camino,Producto defectuoso,49,Hogar,52500,Regular
23,silla,North Thomastown,member,1100,11,6/28/2023,Larry Welch,walkerraven@example.net,525-194-7529,93043 Kiara Crossroad Port Amandachester WI 16919,Tarjeta,Entregado,Sin comentario,25,Hogar,12100,VIP
